Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H9_Soln#10 (),Mole_fraction_TC4H9_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_MCPTD_Soln#10 (),Mole_fraction_C10H8_Soln#10 (),Mole_fraction_NEOC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M2_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_B2M2_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_IC8H16_Soln#10 (),Mole_fraction_DIMEPTD_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_C6H5C2H_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_INDENE_Soln#10 (),Mole_fraction_C10H10_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Mole_fraction_IC12H26_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
1.740931E-7,14.89558,-5.582219E11,1428.54,1428.54,0.001157303,1.0,0.9380291,4.306363E-4,1.359758E-4,0.002411293,1.591444E-5,1.085192E-4,2.650667E-4,4.670851E-7,3.518455E-6,0.002122113,1.209474E-4,1.903157E-7,3.668507E-5,1.074943E-6,3.484601E-5,5.670256E-4,8.591219E-4,0.001931832,5.773987E-4,6.896719E-5,1.176013E-6,7.11367E-5,8.744857E-5,2.582448E-9,1.533648E-11,5.687266E-6,4.679118E-11,2.386306E-8,6.444602E-10,9.911502E-8,2.363281E-13,5.49182E-6,4.265961E-5,2.710995E-7,4.343266E-7,9.063981E-9,3.393212E-5,1.058933E-5,4.881694E-5,0.01899712,6.348966E-5,0.007833851,1.867665E-5,1.908156E-15,1.223757E-11,3.218524E-8,2.335908E-11,4.911228E-13,0.009981064,0.01501075,9.107523,7.769443E-5,515444.6,515444.6
1.833342E-7,14.89136,-5.473048E11,1427.534,1427.534,0.001157303,1.0,0.9376539,4.427805E-4,1.527497E-4,0.002557883,1.863028E-5,1.131112E-4,2.866428E-4,5.457616E-7,4.043946E-6,0.002266158,1.263217E-4,2.264402E-7,4.015153E-5,1.215163E-6,3.765374E-5,5.663043E-4,8.588922E-4,0.002032441,6.036434E-4,7.347705E-5,1.325485E-6,7.318064E-5,9.494531E-5,3.237967E-9,1.799141E-11,6.237488E-6,5.846657E-11,2.863508E-8,7.747474E-10,1.132201E-7,2.984987E-13,6.239282E-6,4.529439E-5,3.188321E-7,5.042803E-7,1.070403E-8,3.715087E-5,1.106833E-5,5.281463E-5,0.01897726,6.949682E-5,0.007828067,2.038228E-5,2.72625E-15,1.602848E-11,3.935373E-8,2.931449E-11,6.587287E-13,0.009952722,0.01491775,9.103694,7.771646E-5,515227.9,515227.9
1.909529E-7,14.88798,-5.382581E11,1426.72,1426.72,0.001157303,1.0,0.9373479,4.520083E-4,1.672912E-4,0.002677108,2.108707E-5,1.167353E-4,3.047524E-4,6.165821E-7,4.510437E-6,0.002384454,1.306311E-4,2.593533E-7,4.307385E-5,1.338062E-6,3.998272E-5,5.64956E-4,8.576267E-4,0.002114655,6.249907E-4,7.725126E-5,1.455132E-6,7.478707E-5,1.012203E-4,3.86405E-9,2.0366E-11,6.702685E-6,6.955536E-11,3.299862E-8,8.946572E-10,1.255912E-7,3.588471E-13,6.887563E-6,4.747821E-5,3.619255E-7,5.66569E-7,1.218991E-8,3.986213E-5,1.145738E-5,5.616146E-5,0.01896056,7.455718E-5,0.007823294,2.181207E-5,3.609504E-15,1.980276E-11,4.607281E-8,3.498941E-11,8.295578E-13,0.009929263,0.01484244,9.10057,7.773411E-5,515051.0,515051.0
1.992769E-7,14.88439,-5.283574E11,1425.847,1425.847,0.001157303,1.0,0.9370171,4.61322E-4,1.839012E-4,0.002805534,2.400401E-5,1.205288E-4,3.24846E-4,7.0028E-7,5.054771E-6,0.002513084,1.352117E-4,2.986519E-7,4.632761E-5,1.479841E-6,4.253714E-5,5.628081E-4,8.552742E-4,0.002203699,6.480216E-4,8.143182E-5,1.603245E-6,7.646469E-5,1.081626E-4,4.644422E-9,2.315266E-11,7.22207E-6,8.330189E-11,3.822427E-8,1.039224E-9,1.398669E-7,4.352938E-13,7.627501E-6,4.987442E-5,4.129839E-7,6.394308E-7,1.395598E-8,4.287831E-5,1.187651E-5,5.986471E-5,0.01894201,8.018703E-5,0.007818081,2.339524E-5,4.841221E-15,2.468912E-11,5.430789E-8,4.204444E-11,1.055626E-12,0.00990356,0.01476151,9.097191,7.775286E-5,514859.8,514859.8
2.071636E-7,14.88108,-5.189863E11,1425.034,1425.034,0.001157303,1.0,0.9367072,4.694439E-4,2.003207E-4,0.002925315,2.699818E-5,1.239641E-4,3.441583E-4,7.858004E-7,5.604032E-6,0.002634241,1.394268E-4,3.391849E-7,4.946412E-5,1.621337E-6,4.496274E-5,5.602071E-4,8.52226E-4,0.002287292,6.695657E-4,8.544648E-5,1.749632E-6,7.798259E-5,1.148141E-4,5.48374E-9,2.59776E-11,7.724141E-6,9.800474E-11,4.362832E-8,1.189812E-9,1.541155E-7,5.189161E-13,8.357642E-6,5.215293E-5,4.652793E-7,7.131127E-7,1.577026E-8,4.57831E-5,1.226802E-5,6.341292E-5,0.01892417,8.56093E-5,0.007813149,2.491254E-5,6.318714E-15,3.014226E-11,6.302288E-8,4.960973E-11,1.31346E-12,0.009879157,0.01468612,9.094024,7.777012E-5,514680.5,514680.5
2.130681E-7,14.87867,-5.119898E11,1424.435,1424.435,0.001157303,1.0,0.9364775,4.750993E-4,2.130395E-4,0.003013721,2.939002E-5,1.264357E-4,3.587792E-4,8.538562E-7,6.036627E-6,0.002724433,1.425023E-4,3.716751E-7,5.184374E-5,1.731788E-6,4.677996E-5,5.579443E-4,8.494837E-4,0.002349373,6.855218E-4,8.848572E-5,1.862981E-6,7.907515E-5,1.198357E-4,6.179998E-9,2.82095E-11,8.105964E-6,1.101439E-10,4.796874E-8,1.311544E-9,1.652378E-7,5.893061E-13,8.921957E-6,5.38631E-5,5.06976E-7,7.712406E-7,1.722033E-8,4.798507E-5,1.255761E-5,6.609156E-5,0.01891066,8.971987E-5,0.007809463,2.605789E-5,7.658367E-15,3.480435E-11,7.015841E-8,5.586815E-11,1.537905E-12,0.009860867,0.01463048,9.091675,7.778273E-5,514547.6,514547.6
2.271626E-7,14.87312,-4.954044E11,1423.038,1423.038,0.001157303,1.0,0.9359369,4.872243E-4,2.448375E-4,0.003220128,3.563292E-5,1.319951E-4,3.941922E-4,1.030514E-6,7.143173E-6,0.002937729,1.49564E-4,4.568221E-7,5.762167E-5,2.010834E-6,5.111365E-5,5.516232E-4,8.415835E-4,0.0024958,7.230261E-4,9.585431E-5,2.146107E-6,8.153882E-5,1.319465E-4,8.095688E-9,3.393798E-11,9.03629E-6,1.433096E-10,5.937267E-8,1.63459E-9,1.933358E-7,7.873064E-13,1.032657E-5,5.795682E-5,6.155114E-7,9.202487E-7,2.100729E-8,5.332478E-5,1.323699E-5,7.25507E-5,0.01887793,9.968855E-5,0.007800698,2.881797E-5,1.184554E-14,4.819471E-11,8.943302E-8,7.300971E-11,2.199778E-12,0.009817181,0.01450032,9.086148,7.781176E-5,514234.8,514234.8
2.372621E-7,14.86932,-4.836597E11,1422.065,1422.065,0.001157303,1.0,0.9355565,4.948064E-4,2.688325E-4,0.003363851,4.057917E-5,1.356899E-4,4.199673E-4,1.169593E-6,7.999777E-6,0.003088668,1.543808E-4,5.245391E-7,6.183685E-5,2.223847E-6,5.420844E-5,5.464357E-4,8.349412E-4,0.00259917,7.494063E-4,1.012303E-4,2.359435E-6,8.318534E-5,1.407143E-4,9.705194E-9,3.838494E-11,9.717841E-6,1.709471E-10,6.846588E-8,1.895365E-9,2.147854E-7,9.58045E-13,1.137957E-5,6.089699E-5,7.012384E-7,1.035868E-6,2.400935E-8,5.721391E-5,1.371375E-5,7.722527E-5,0.01885412,1.069497E-4,0.007794455,3.081275E-5,1.589236E-14,5.999486E-11,1.052985E-7,8.732898E-11,2.800594E-12,0.00978589,0.0144093,9.082258,7.783165E-5,514014.6,514014.6
2.449548E-7,14.86652,-4.748122E11,1421.34,1421.34,0.001157303,1.0,0.9352706,5.000121E-4,2.877649E-4,0.003470902,4.461694E-5,1.38347E-4,4.397988E-4,1.28261E-6,8.687568E-6,0.003202491,1.579136E-4,5.799354E-7,6.508409E-5,2.393219E-6,5.655609E-5,5.421893E-4,8.294345E-4,0.002677029,7.692307E-4,1.053773E-4,2.527534E-6,8.437652E-5,1.474331E-4,1.107392E-8,4.196005E-11,1.024451E-5,1.943097E-10,7.591697E-8,2.111061E-9,2.318435E-7,1.106063E-12,1.220568E-5,6.313855E-5,7.71071E-7,1.128848E-6,2.646089E-8,6.020622E-5,1.407141E-5,8.08061E-5,0.01883581,1.125367E-4,0.007789725,3.233862E-5,1.968996E-14,7.037251E-11,1.185979E-7,9.945076E-11,3.340353E-12,0.009762085,0.01434119,9.079334,7.784631E-5,513849.1,513849.1
2.518202E-7,14.86409,-4.669973E11,1420.704,1420.704,0.001157303,1.0,0.9350182,5.042688E-4,3.051273E-4,0.003564638,4.842031E-5,1.406063E-4,4.576295E-4,1.388675E-6,9.32692E-6,0.003303199,1.609675E-4,6.321884E-7,6.800603E-5,2.549456E-6,5.864245E-5,5.382199E-4,8.242436E-4,0.002745872,7.86731E-4,1.091155E-4,2.681505E-6,8.539554E-5,1.534538E-4,1.240533E-8,4.528551E-11,1.071962E-5,2.169252E-10,8.295381E-8,2.316368E-9,2.475834E-7,1.252328E-12,1.295939E-5,6.513965E-5,8.36743E-7,1.215387E-6,2.87708E-8,6.289594E-5,1.438667E-5,8.401374E-5,0.01881935,1.175588E-4,0.007785525,3.370354E-5,2.368273E-14,8.073889E-11,1.313883E-7,1.11196E-10,3.888809E-12,0.009740869,0.01428127,9.076753,7.785903E-5,513703.1,513703.1
2.596526E-7,14.86139,-4.581837E11,1419.991,1419.991,0.001157303,1.0,0.9347336,5.087039E-4,3.254588E-4,0.003669472,5.299164E-5,1.430581E-4,4.781105E-4,1.515692E-6,1.008538E-5,0.003417054,1.643381E-4,6.950642E-7,7.136435E-5,2.733415E-6,6.101082E-5,5.335177E-4,8.180499E-4,0.00282367,8.064792E-4,1.134222E-4,2.861567E-6,8.650927E-5,1.60346E-4,1.405659E-8,4.923194E-11,1.126709E-5,2.448381E-10,9.143067E-8,2.565687E-9,2.661242E-7,1.436624E-12,1.383707E-5,6.742243E-5,9.155557E-7,1.318174E-6,3.154805E-8,6.598399E-5,1.474191E-5,8.768408E-5,0.01880046,1.233249E-4,0.007780759,3.526282E-5,2.902602E-14,9.393453E-11,1.470754E-7,1.257035E-10,4.598863E-12,0.009716711,0.01421388,9.073843,7.787314E-5,513538.4,513538.4
2.745211E-7,14.8565,-4.417784E11,1418.674,1418.674,0.001157303,1.0,0.9342027,5.159875E-4,3.655379E-4,0.00386224,6.23568E-5,1.473564E-4,5.173507E-4,1.774467E-6,1.160888E-5,0.003630054,1.70408E-4,8.24051E-7,7.780266E-5,3.098834E-6,6.546645E-5,5.241943E-4,8.05655E-4,0.002969191,8.433482E-4,1.217166E-4,3.215719E-6,8.848749E-5,1.734811E-4,1.760124E-8,5.715998E-11,1.232082E-5,3.043137E-10,1.088473E-7,3.084472E-9,3.029923E-7,1.842002E-12,1.555119E-5,7.175231E-5,1.076682E-6,1.525021E-6,3.724119E-8,7.189397E-5,1.540361E-5,9.467376E-5,0.01876431,1.343604E-4,0.007771796,3.822374E-5,4.187747E-14,1.233849E-10,1.801899E-7,1.566392E-10,6.224844E-12,0.009671014,0.0140887,9.068416,7.789879E-5,513231.3,513231.3
2.898518E-7,14.85175,-4.253477E11,1417.366,1417.366,0.001157303,1.0,0.933668,5.221016E-4,4.088072E-4,0.004052374,7.296274E-5,1.513235E-4,5.582286E-4,2.065439E-6,1.329143E-5,0.003845262,1.762239E-4,9.703115E-7,8.451225E-5,3.496805E-6,6.99971E-5,5.142042E-4,7.922395E-4,0.003116287,8.805424E-4,1.304255E-4,3.596879E-6,9.035246E-5,1.870685E-4,2.185604E-8,6.591304E-11,1.342475E-5,3.750332E-10,1.28631E-7,3.683782E-9,3.432267E-7,2.34405E-12,1.737725E-5,7.620698E-5,1.258747E-6,1.754022E-6,4.369516E-8,7.803856E-5,1.606909E-5,1.018957E-4,0.01872672,1.458341E-4,0.007762677,4.126964E-5,5.961769E-14,1.60484E-10,2.191097E-7,1.934364E-10,8.340242E-12,0.009624172,0.01396325,9.062954,7.79237E-5,512922.1,512922.2
2.975233E-7,14.84948,-4.173214E11,1416.73,1416.73,0.001157303,1.0,0.9334053,5.24686E-4,4.31166E-4,0.004144223,7.863301E-5,1.531406E-4,5.788165E-4,2.220186E-6,1.417464E-5,0.003951243,1.789693E-4,1.048561E-6,8.789154E-5,3.703618E-6,7.223747E-5,5.091149E-4,7.85361E-4,0.003188781,8.988519E-4,1.348405E-4,3.793354E-6,9.122332E-5,1.938752E-4,2.422758E-8,7.050587E-11,1.398297E-5,4.141807E-10,1.392274E-7,4.008906E-9,3.641786E-7,2.630352E-12,1.831079E-5,7.843067E-5,1.355958E-6,1.874455E-6,4.714897E-8,8.112767E-5,1.639591E-5,1.0551E-4,0.01870782,1.516023E-4,0.007758164,4.278833E-5,7.052878E-14,1.818849E-10,2.404748E-7,2.13802E-10,9.589075E-12,0.009600856,0.01390179,9.060272,7.793561E-5,512770.3,512770.3
3.07478E-7,14.84664,-4.071077E11,1415.923,1415.923,0.001157303,1.0,0.933069,5.276126E-4,4.608529E-4,0.004260146,8.635172E-5,1.553398E-4,6.056426E-4,2.43E-6,1.536049E-5,0.004087057,1.823715E-4,1.155122E-6,9.229421E-5,3.979245E-6,7.511627E-5,5.024599E-4,7.763269E-4,0.003281759,9.223191E-4,1.406238E-4,4.053724E-6,9.229484E-5,2.027084E-4,2.755763E-8,7.667067E-11,1.471249E-5,4.68866E-10,1.536694E-7,4.456422E-9,3.92157E-7,3.039423E-12,1.953972E-5,8.13095E-5,1.488186E-6,2.036396E-6,5.185467E-8,8.514661E-5,1.681403E-5,1.101965E-4,0.01868321,1.591067E-4,0.00775236,4.475148E-5,8.701823E-14,2.127161E-10,2.701324E-7,2.422381E-10,1.141999E-11,0.009570733,0.01382332,9.05684,7.795051E-5,512576.1,512576.1
