Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H6_Soln#21 (),Mole_fraction_C2H5_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H3_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H8_Soln#21 (),Mole_fraction_IC3H7_Soln#21 (),Mole_fraction_NC3H7_Soln#21 (),Mole_fraction_C3H6_Soln#21 (),Mole_fraction_C3H5-A_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H4-A_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_NC4H10_Soln#21 (),Mole_fraction_PC4H9_Soln#21 (),Mole_fraction_IC4H10_Soln#21 (),Mole_fraction_C4H8-1_Soln#21 (),Mole_fraction_C4H8-2_Soln#21 (),Mole_fraction_C4H71-3_Soln#21 (),Mole_fraction_C4H6_Soln#21 (),Mole_fraction_C4H5_Soln#21 (),Mole_fraction_C4H4_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_FULVENE_Soln#21 (),Mole_fraction_C5H6_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_NC5H12_Soln#21 (),Mole_fraction_NC5H11_Soln#21 (),Mole_fraction_NC5H10_Soln#21 (),Mole_fraction_LC5H8_Soln#21 (),Mole_fraction_NC6H12_Soln#21 (),Mole_fraction_NC7H15_Soln#21 (),Mole_fraction_NC7H14_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_C16H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Mole_fraction_NC10H21_Soln#21 (),Mole_fraction_NC12H25_Soln#21 (),Mole_fraction_NC12H26_Soln#21 (),Mole_fraction_NC16H34_Soln#21 (),Mole_fraction_NC10H20_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
8.633022E-9,15.27796,-2.939377E13,1815.256,1815.256,9.025412E-4,1.0,0.8879752,0.007269388,7.070083E-5,0.005979834,1.108469E-4,0.01060835,0.01309249,4.901124E-4,2.291718E-5,2.178724E-4,9.333957E-4,0.006092,0.01195748,0.005043916,2.08548E-6,2.491568E-5,4.780152E-6,5.856675E-5,0.006497003,2.928539E-7,0.005109774,2.589547E-5,7.116948E-4,0.003943742,1.469428E-5,4.141775E-7,3.311689E-10,3.203792E-6,2.035212E-10,2.742095E-7,2.630145E-12,7.791976E-5,3.361193E-5,0.003527279,1.298111E-4,8.470703E-4,5.270613E-5,0.00296626,0.003775392,1.939407E-5,1.172565E-13,6.589576E-17,8.987134E-11,2.264914E-19,1.018216E-19,8.613076E-6,1.245374E-5,0.003017131,9.284212E-4,0.01827157,8.79949,5.907472E-5,499054.4,499054.4
9.841547E-9,15.25917,-2.571884E13,1807.026,1807.026,9.025412E-4,1.0,0.8851411,0.007535305,8.746506E-5,0.006629583,1.308577E-4,0.01091548,0.01420245,5.55925E-4,2.989055E-5,2.66761E-4,0.001026647,0.006024954,0.01241276,0.005292393,2.473206E-6,2.977272E-5,5.476386E-6,7.064343E-5,0.006372883,4.255191E-7,0.005265441,3.122795E-5,6.909933E-4,0.004248649,1.898449E-5,5.030124E-7,4.531368E-10,3.856884E-6,2.934299E-10,3.799782E-7,3.854021E-12,9.502593E-5,3.061686E-5,0.003567951,1.534262E-4,8.696525E-4,4.724155E-5,0.003030391,0.003757135,2.294934E-5,2.178619E-13,1.428087E-16,1.227258E-10,5.088505E-19,1.931205E-19,7.585696E-6,1.076966E-5,0.002789588,8.243382E-4,0.01772193,8.77038,5.914744E-5,497403.4,497403.4
1.177212E-8,15.23516,-2.1307E13,1795.832,1795.832,9.025412E-4,1.0,0.88121,0.007835229,1.173546E-4,0.007664335,1.634611E-4,0.01126274,0.01588421,6.606925E-4,4.290484E-5,3.478572E-4,0.001154814,0.005867865,0.01304264,0.005609951,3.135172E-6,3.774192E-5,6.545614E-6,9.056945E-5,0.006117526,7.040716E-7,0.005465446,3.99679E-5,6.632853E-4,0.004675889,2.654974E-5,6.661207E-7,6.958302E-10,4.933196E-6,4.786976E-10,5.857646E-7,6.522165E-12,1.232386E-4,2.698292E-5,0.003616085,1.909335E-4,8.979695E-4,4.060629E-5,0.003109852,0.003730472,2.868117E-5,5.072004E-13,4.033756E-16,1.868608E-10,1.526559E-18,4.605342E-19,6.407497E-6,8.804766E-6,0.002494662,6.959439E-4,0.01694154,8.729788,5.924066E-5,495101.3,495101.3
1.324084E-8,15.22073,-1.875795E13,1788.552,1788.552,9.025412E-4,1.0,0.8785956,0.007984353,1.426028E-4,0.008445873,1.886376E-4,0.01143429,0.01709729,7.397817E-4,5.431942E-5,4.109675E-4,0.001237283,0.005723645,0.01346283,0.005799785,3.673158E-6,4.391226E-5,7.327551E-6,1.060267E-4,0.005896306,9.749048E-7,0.00558805,4.670666E-5,6.456906E-4,0.004961886,3.278061E-5,8.098233E-7,9.209258E-10,5.769915E-6,6.558066E-10,7.716375E-7,9.234861E-12,1.450844E-4,2.485112E-5,0.003644072,2.190145E-4,9.148598E-4,3.673015E-5,0.003156739,0.003711829,3.304005E-5,8.810403E-13,7.870726E-16,2.453517E-10,3.121078E-18,8.116146E-19,5.75369E-6,7.700423E-6,0.002311333,6.199913E-4,0.01641183,8.702648,5.929685E-5,493562.1,493562.1
1.43935E-8,15.21123,-1.710056E13,1783.431,1783.431,9.025412E-4,1.0,0.8767241,0.008064195,1.638989E-4,0.009053725,2.085552E-4,0.01152404,0.01801291,8.012506E-4,6.416886E-5,4.608652E-4,0.00129402,0.005601871,0.01376533,0.00592357,4.115539E-6,4.878945E-5,7.924466E-6,1.182299E-4,0.005714208,1.224939E-6,0.005670681,5.200728E-5,6.335355E-4,0.005167206,3.790183E-5,9.354965E-7,1.122439E-9,6.433176E-6,8.176359E-10,9.344821E-7,1.183573E-11,1.622958E-4,2.344501E-5,0.003662655,2.406684E-4,9.259968E-4,3.418993E-5,0.003187427,0.003698021,3.644018E-5,1.301561E-12,1.256518E-15,2.971395E-10,5.169013E-18,1.211263E-18,5.338113E-6,6.995107E-6,0.002186124,5.69882E-4,0.01602773,8.683149,5.933388E-5,492456.2,492456.2
1.606301E-8,15.19981,-1.510052E13,1776.774,1776.774,9.025412E-4,1.0,0.8742459,0.008133624,1.969897E-4,0.009922597,2.375803E-4,0.0115964,0.01928634,8.890067E-4,7.977847E-5,5.331683E-4,0.001365177,0.005418139,0.01416928,0.006070385,4.786532E-6,5.587315E-5,8.765966E-6,1.358915E-4,0.005444701,1.647334E-6,0.005773541,5.965696E-5,6.179914E-4,0.005439616,4.561002E-5,1.138757E-6,1.453342E-9,7.39945E-6,1.088852E-9,1.195521E-6,1.642715E-11,1.871376E-4,2.171803E-5,0.003685876,2.713297E-4,9.395203E-4,3.109905E-5,0.003224396,0.003679131,4.131177E-5,2.167465E-12,2.303076E-15,3.812835E-10,9.988745E-18,2.045261E-18,4.844795E-6,6.157399E-6,0.002027736,5.086114E-4,0.01551308,8.657236,5.937847E-5,490986.6,490986.6
1.743505E-8,15.19213,-1.373124E13,1771.868,1771.868,9.025412E-4,1.0,0.8723833,0.008157792,2.261125E-4,0.01062417,2.61544E-4,0.01161327,0.02028902,9.597312E-4,9.375173E-5,5.922543E-4,0.001414982,0.005264227,0.01447621,0.006166979,5.363623E-6,6.168866E-5,9.439449E-6,1.503061E-4,0.00522257,2.048759E-6,0.005845979,6.588849E-5,6.06692E-4,0.005644643,5.215088E-5,1.32534E-6,1.759969E-9,8.195404E-6,1.34534E-9,1.431181E-6,2.100863E-11,2.073432E-4,2.050984E-5,0.003702546,2.958497E-4,9.487666E-4,2.896317E-5,0.003249434,0.003664473,4.525514E-5,3.163547E-12,3.595533E-15,4.584532E-10,1.62784E-17,3.018473E-18,4.510677E-6,5.592162E-6,0.00191403,4.661245E-4,0.01512192,8.637692,5.940845E-5,489878.1,489878.1
1.912833E-8,15.18442,-1.2303E13,1766.4,1766.4,9.025412E-4,1.0,0.8702669,0.008155663,2.643588E-4,0.01147174,2.912071E-4,0.01159069,0.02147534,0.001044955,1.123506E-4,6.643708E-4,0.001466994,0.005074132,0.01482931,0.006261556,6.106029E-6,6.883252E-5,1.025097E-5,1.678723E-4,0.004951922,2.612159E-6,0.005923306,7.347809E-5,5.942007E-4,0.005877847,6.041846E-5,1.580621E-6,2.181569E-9,9.176641E-6,1.704971E-9,1.746641E-6,2.777882E-11,2.318684E-4,1.921942E-5,0.003720878,3.252212E-4,9.583156E-4,2.671365E-5,0.003275006,0.003647335,5.003367E-5,4.834972E-12,5.904857E-15,5.635136E-10,2.816365E-17,4.676759E-18,4.163435E-6,5.00939E-6,0.001790133,4.212994E-4,0.01467304,8.615414,5.943865E-5,488614.7,488614.7
2.132149E-8,15.17675,-1.078253E13,1760.121,1760.121,9.025412E-4,1.0,0.867778,0.008113009,3.175022E-4,0.01253566,3.297119E-4,0.01150397,0.02293332,0.00115149,1.385278E-4,7.559532E-4,0.001520914,0.004831792,0.01525163,0.006351189,7.114041E-6,7.799594E-5,1.127413E-5,1.90121E-4,0.004612133,3.452823E-6,0.006007636,8.310139E-5,5.798908E-4,0.006152428,7.135647E-5,1.953109E-6,2.798525E-9,1.044132E-5,2.243881E-9,2.192692E-6,3.858389E-11,2.627502E-4,1.780067E-5,0.003741759,3.617698E-4,9.682381E-4,2.428768E-5,0.003301108,0.003626523,5.606274E-5,7.902625E-12,1.044347E-14,7.153668E-10,5.319852E-17,7.782916E-18,3.792437E-6,4.395945E-6,0.001651297,3.729458E-4,0.01413926,8.589123,5.946868E-5,487123.6,487123.6
2.237321E-8,15.17384,-1.015768E13,1757.382,1757.382,9.025412E-4,1.0,0.8666715,0.008080335,3.443615E-4,0.01303118,3.481944E-4,0.01144362,0.02360288,0.001200901,1.518641E-4,7.990044E-4,0.001542065,0.004718166,0.01544219,0.006383327,7.614844E-6,8.234458E-5,1.175498E-5,2.005497E-4,0.004454728,3.899652E-6,0.006042902,8.762258E-5,5.736276E-4,0.006274638,7.666529E-5,2.14863E-6,3.122755E-9,1.104405E-5,2.532469E-9,2.420516E-6,4.465701E-11,2.771452E-4,1.720059E-5,0.003750815,3.78698E-4,9.721931E-4,2.327906E-5,0.003311309,0.003617043,5.888619E-5,9.806186E-12,1.339759E-14,7.943496E-10,7.038211E-17,9.743055E-18,3.638679E-6,4.145696E-6,0.001591848,3.528645E-4,0.01389991,8.577403,5.948007E-5,486458.9,486458.9
2.434157E-8,15.16951,-9.132882E12,1752.663,1752.663,9.025412E-4,1.0,0.8647319,0.008003285,3.968955E-4,0.01393153,3.827964E-4,0.01130435,0.02480745,0.001290278,1.780903E-4,8.77897E-4,0.001574521,0.004511216,0.01578093,0.006428,8.580368E-6,9.039073E-5,1.263997E-5,2.195959E-4,0.00417115,4.809923E-6,0.006101527,9.590841E-5,5.627427E-4,0.006489131,8.666908E-5,2.544015E-6,3.778999E-9,1.216396E-5,3.12677E-9,2.869272E-6,5.771501E-11,3.03283E-4,1.618965E-5,0.003766304,4.09353E-4,9.784423E-4,2.160659E-5,0.00332706,0.003600086,6.4049E-5,1.426018E-11,2.060389E-14,9.525853E-10,1.145089E-16,1.440836E-17,3.38356E-6,3.737242E-6,0.001490866,3.196332E-4,0.01347729,8.556814,5.949706E-5,485291.2,485291.2
2.633887E-8,15.16635,-8.250544E12,1748.344,1748.344,9.025412E-4,1.0,0.8629178,0.007909287,4.530552E-4,0.01480791,4.179058E-4,0.01113457,0.02596868,0.001376695,2.062657E-4,9.555745E-4,0.001599127,0.004309737,0.01610367,0.006456234,9.595174E-6,9.84203E-5,1.35203E-5,2.382476E-4,0.003899011,5.828658E-6,0.006152815,1.040726E-4,5.526145E-4,0.006690142,9.686652E-5,2.984266E-6,4.510831E-9,1.32881E-5,3.804212E-9,3.352189E-6,7.339346E-11,3.286619E-4,1.528733E-5,0.003780224,4.391249E-4,9.834903E-4,2.014472E-5,0.003339271,0.003583841,6.912474E-5,2.015189E-11,3.060493E-14,1.126582E-9,1.797607E-16,2.071944E-17,3.159677E-6,3.387198E-6,0.001399984,2.906967E-4,0.01307846,8.537509,5.950947E-5,484196.4,484196.4
2.851298E-8,15.16405,-7.433034E12,1744.1,1744.1,9.025412E-4,1.0,0.8610955,0.007794725,5.172258E-4,0.01571839,4.561086E-4,0.01092481,0.02716748,0.001465763,2.385571E-4,0.0010373,0.001617786,0.004100861,0.01643417,0.006471398,1.073664E-5,1.069955E-4,1.446097E-5,2.577357E-4,0.003621192,7.040611E-6,0.006201049,1.126752E-4,5.424285E-4,0.006892568,1.079702E-4,3.507682E-6,5.38319E-9,1.449647E-5,4.630002E-9,3.906502E-6,9.347736E-11,3.549113E-4,1.441912E-5,0.00379345,4.700655E-4,9.877719E-4,1.876794E-5,0.003348996,0.003567149,7.446465E-5,2.840207E-11,4.525519E-14,1.330709E-9,2.817024E-16,2.977286E-17,2.947342E-6,3.063861E-6,0.001312004,2.635858E-4,0.0126743,8.518073,5.951848E-5,483094.1,483094.1
3.038265E-8,15.16285,-6.826153E12,1740.778,1740.778,9.025412E-4,1.0,0.8596397,0.007689636,5.747643E-4,0.01646499,4.889452E-4,0.01072868,0.0281476,0.001538176,2.67547E-4,0.00110519,0.00162804,0.003930131,0.01670316,0.006474077,1.174647E-5,1.142274E-4,1.525705E-5,2.73798E-4,0.003397588,8.163385E-6,0.006237342,1.198364E-4,5.3424E-4,0.007054767,1.174901E-4,3.994067E-6,6.196871E-9,1.552232E-5,5.416558E-9,4.40491E-6,1.134513E-10,3.763096E-4,1.375075E-5,0.003803276,4.955074E-4,9.906127E-4,1.772914E-5,0.003354868,0.003553546,7.890576E-5,3.725026E-11,6.159445E-14,1.517979E-9,4.023405E-16,3.971343E-17,2.785768E-6,2.824233E-6,0.001243994,2.432533E-4,0.01234877,8.502515,5.952317E-5,482211.7,482211.7
3.249147E-8,15.16222,-6.22859E12,1737.345,1737.345,9.025412E-4,1.0,0.8581063,0.007566902,6.420786E-4,0.01726707,5.259621E-4,0.01049463,0.02920043,0.001615254,3.014587E-4,0.001179118,0.001634115,0.00374739,0.01699155,0.006467963,1.291415E-5,1.222239E-4,1.614234E-5,2.911352E-4,0.003161978,9.512594E-6,0.006273533,1.276552E-4,5.255306E-4,0.007226163,1.281679E-4,4.582123E-6,7.18559E-9,1.666437E-5,6.391679E-9,4.98895E-6,1.391794E-10,3.99132E-4,1.306936E-5,0.003812685,5.229765E-4,9.930346E-4,1.66897E-5,0.003359156,0.003538964,8.37525E-5,4.942787E-11,8.489583E-14,1.74158E-9,5.844201E-16,5.37205E-17,2.622608E-6,2.588451E-6,0.001174465,2.230449E-4,0.01200329,8.486104,5.952567E-5,481281.0,481281.0
3.396982E-8,15.16215,-5.855943E12,1735.114,1735.114,9.025412E-4,1.0,0.8570933,0.007479521,6.906908E-4,0.01780446,5.519005E-4,0.01032458,0.02990716,0.001666434,3.259253E-4,0.001229291,0.001635356,0.003625371,0.01718513,0.00645898,1.374956E-5,1.277282E-4,1.675579E-5,3.027987E-4,0.003006955,1.050697E-5,0.00629636,1.329768E-4,5.197118E-4,0.007339787,1.356034E-4,5.018831E-6,7.923934E-9,1.74555E-5,7.1327E-9,5.411087E-6,1.593446E-10,4.143061E-4,1.263114E-5,0.003818243,5.414956E-4,9.943062E-4,1.603189E-5,0.003360882,0.003529186,8.705099E-5,5.949455E-11,1.047333E-13,1.905797E-9,7.471253E-16,6.554518E-17,2.518465E-6,2.441429E-6,0.001129666,2.103414E-4,0.01177349,8.475247,5.952593E-5,480665.2,480665.2
